Date,Time,Open,High,Low,Close,Volume
20250518,21:00:00,1.32676,1.32693,1.32676,1.32688,2010000
20250518,21:05:00,1.32696,1.32700,1.32681,1.32683,5630000
20250518,21:10:00,1.32684,1.32694,1.32684,1.32694,8570000
20250518,21:15:00,1.32697,1.32784,1.32697,1.32784,11540000
20250518,21:20:00,1.32797,1.32811,1.32790,1.32798,7650000
20250518,21:25:00,1.32798,1.32814,1.32742,1.32757,21150000
20250518,21:30:00,1.32755,1.32755,1.32719,1.32728,20480000
20250518,21:35:00,1.32728,1.32728,1.32711,1.32717,4390000
20250518,21:40:00,1.32717,1.32733,1.32717,1.32733,5980000
20250518,21:45:00,1.32733,1.32733,1.32732,1.32732,1800000
20250518,21:50:00,1.32731,1.32731,1.32731,1.32731,900000
20250518,21:55:00,1.32731,1.32731,1.32728,1.32728,9000000
20250518,22:00:00,1.32734,1.32941,1.32728,1.32922,445100000
20250518,22:05:00,1.32922,1.32948,1.32902,1.32941,207370000
20250518,22:10:00,1.32937,1.32977,1.32930,1.32963,212700000
20250518,22:15:00,1.32963,1.32996,1.32957,1.32988,225010000
20250518,22:20:00,1.32988,1.32992,1.32970,1.32992,296020000
20250518,22:25:00,1.32993,1.33009,1.32979,1.33000,190990000
20250518,22:30:00,1.33001,1.33015,1.32984,1.32999,197270000
20250518,22:35:00,1.33002,1.33002,1.32948,1.32957,203570000
20250518,22:40:00,1.32958,1.32984,1.32955,1.32979,125240000
20250518,22:45:00,1.32977,1.33027,1.32973,1.33027,50640000
20250518,22:50:00,1.33024,1.33025,1.33012,1.33022,17850000
20250518,22:55:00,1.33022,1.33042,1.32999,1.33001,112350000
20250518,23:00:00,1.33002,1.33006,1.32969,1.32982,220350000
20250518,23:05:00,1.32983,1.33005,1.32971,1.32991,137000000
20250518,23:10:00,1.32992,1.33004,1.32987,1.33000,73890000
20250518,23:15:00,1.33004,1.33022,1.32999,1.33021,107940000
20250518,23:20:00,1.33021,1.33045,1.33012,1.33042,72410000
20250518,23:25:00,1.33040,1.33040,1.33030,1.33031,80450000
20250518,23:30:00,1.33032,1.33039,1.33010,1.33017,130529999
20250518,23:35:00,1.33017,1.33040,1.32999,1.33007,187380000
20250518,23:40:00,1.33005,1.33011,1.32940,1.32975,320970004
20250518,23:45:00,1.32975,1.32993,1.32953,1.32953,182010000
20250518,23:50:00,1.32960,1.32988,1.32953,1.32982,246850000
20250518,23:55:00,1.32986,1.33046,1.32986,1.33046,312820000
20250519,00:00:00,1.33049,1.33092,1.33029,1.33086,935240000
20250519,00:05:00,1.33084,1.33089,1.32989,1.32999,746970000
20250519,00:10:00,1.33001,1.33051,1.33001,1.33024,566730000
20250519,00:15:00,1.33024,1.33059,1.33002,1.33043,694400000
20250519,00:20:00,1.33042,1.33052,1.33024,1.33036,491210000
20250519,00:25:00,1.33036,1.33051,1.33024,1.33044,459380000
20250519,00:30:00,1.33043,1.33094,1.33037,1.33072,435750000
20250519,00:35:00,1.33072,1.33073,1.33038,1.33063,544070000
20250519,00:40:00,1.33065,1.33081,1.33042,1.33060,629640000
20250519,00:45:00,1.33061,1.33072,1.33037,1.33050,645770000
20250519,00:50:00,1.33052,1.33111,1.33041,1.33106,1119399984
20250519,00:55:00,1.33107,1.33133,1.33087,1.33124,974379984
20250519,01:00:00,1.33125,1.33134,1.33061,1.33064,813990000
20250519,01:05:00,1.33065,1.33066,1.33037,1.33049,452090000
20250519,01:10:00,1.33047,1.33063,1.33024,1.33047,221610000
20250519,01:15:00,1.33048,1.33059,1.33022,1.33031,222989998
20250519,01:20:00,1.33033,1.33033,1.32980,1.32990,261400000
20250519,01:25:00,1.32988,1.33012,1.32988,1.32997,264730000
20250519,01:30:00,1.32996,1.33032,1.32971,1.32973,203400000
20250519,01:35:00,1.32973,1.32973,1.32941,1.32949,206100000
20250519,01:40:00,1.32949,1.33027,1.32949,1.33013,245700000
20250519,01:45:00,1.33012,1.33019,1.32949,1.32950,343440000
20250519,01:50:00,1.32949,1.32968,1.32931,1.32955,519880000
20250519,01:55:00,1.32955,1.32978,1.32941,1.32951,434590000
20250519,02:00:00,1.32952,1.32968,1.32922,1.32948,578700000
20250519,02:05:00,1.32947,1.32964,1.32898,1.32957,414070000
20250519,02:10:00,1.32958,1.32979,1.32952,1.32971,175810000
20250519,02:15:00,1.32972,1.33015,1.32972,1.33013,320220000
20250519,02:20:00,1.33014,1.33025,1.32987,1.33016,435060000
20250519,02:25:00,1.33016,1.33036,1.33003,1.33032,352470000
20250519,02:30:00,1.33030,1.33044,1.32976,1.32983,414960000
20250519,02:35:00,1.32982,1.33006,1.32976,1.32991,291600000
20250519,02:40:00,1.32994,1.33003,1.32955,1.32977,476640000
20250519,02:45:00,1.32976,1.32983,1.32953,1.32972,478260008
20250519,02:50:00,1.32971,1.32996,1.32967,1.32977,495210000
20250519,02:55:00,1.32979,1.32983,1.32951,1.32962,404370000
20250519,03:00:00,1.32963,1.32974,1.32952,1.32963,460919992
20250519,03:05:00,1.32963,1.33004,1.32957,1.32991,338340000
20250519,03:10:00,1.32991,1.32996,1.32974,1.32984,315359996
20250519,03:15:00,1.32982,1.33007,1.32974,1.32993,295200000
20250519,03:20:00,1.32993,1.32994,1.32966,1.32975,389910002
20250519,03:25:00,1.32975,1.32988,1.32962,1.32972,412200000
20250519,03:30:00,1.32971,1.32997,1.32967,1.32980,382470000
20250519,03:35:00,1.32981,1.32986,1.32963,1.32969,397290000
20250519,03:40:00,1.32970,1.32972,1.32958,1.32962,194399996
20250519,03:45:00,1.32963,1.32965,1.32946,1.32962,129150000
20250519,03:50:00,1.32964,1.32984,1.32964,1.32974,287100000
20250519,03:55:00,1.32973,1.32975,1.32951,1.32968,267090000
20250519,04:00:00,1.32969,1.32974,1.32939,1.32939,245250000
20250519,04:05:00,1.32939,1.32942,1.32931,1.32932,100800000
20250519,04:10:00,1.32931,1.32957,1.32912,1.32953,136240000
20250519,04:15:00,1.32955,1.32975,1.32941,1.32954,138150000
20250519,04:20:00,1.32955,1.32992,1.32955,1.32982,142200000
20250519,04:25:00,1.32986,1.33004,1.32979,1.33002,120090000
20250519,04:30:00,1.33009,1.33016,1.33006,1.33014,97650000
20250519,04:35:00,1.33016,1.33021,1.32962,1.32962,110069999
20250519,04:40:00,1.32961,1.32974,1.32955,1.32962,99000000
20250519,04:45:00,1.32962,1.32982,1.32955,1.32977,123870000
20250519,04:50:00,1.32976,1.32994,1.32971,1.32989,231230000
20250519,04:55:00,1.32990,1.32994,1.32960,1.32985,228380000
20250519,05:00:00,1.32985,1.33014,1.32985,1.32991,300390000
20250519,05:05:00,1.32992,1.33031,1.32992,1.33029,348550000
20250519,05:10:00,1.33030,1.33043,1.33003,1.33006,346880000
20250519,05:15:00,1.33006,1.33025,1.33004,1.33021,287240000
20250519,05:20:00,1.33020,1.33030,1.32998,1.33008,336140000
20250519,05:25:00,1.33008,1.33016,1.33003,1.33014,309920000
20250519,05:30:00,1.33017,1.33021,1.32996,1.32997,235710000
20250519,05:35:00,1.32997,1.33002,1.32964,1.32991,370370000
20250519,05:40:00,1.32990,1.33003,1.32964,1.32971,509599992
20250519,05:45:00,1.32971,1.32972,1.32922,1.32949,698180000
20250519,05:50:00,1.32951,1.33020,1.32945,1.32990,895020000
20250519,05:55:00,1.32991,1.33006,1.32987,1.32994,437350000
20250519,06:00:00,1.32994,1.33012,1.32945,1.32996,519280000
20250519,06:05:00,1.32996,1.33076,1.32996,1.33059,494560000
20250519,06:10:00,1.33058,1.33116,1.33056,1.33092,357590000
20250519,06:15:00,1.33091,1.33165,1.33091,1.33107,441380000
20250519,06:20:00,1.33107,1.33145,1.33102,1.33139,375320004
20250519,06:25:00,1.33140,1.33164,1.33110,1.33129,312340000
20250519,06:30:00,1.33131,1.33212,1.33115,1.33210,515620000
20250519,06:35:00,1.33209,1.33229,1.33191,1.33216,389610000
20250519,06:40:00,1.33213,1.33231,1.33177,1.33199,297460000
20250519,06:45:00,1.33198,1.33205,1.33133,1.33160,518980000
20250519,06:50:00,1.33161,1.33196,1.33142,1.33183,353500000
20250519,06:55:00,1.33182,1.33229,1.33182,1.33208,358080000
20250519,07:00:00,1.33209,1.33264,1.33197,1.33243,713600000
20250519,07:05:00,1.33244,1.33360,1.33233,1.33336,624760000
20250519,07:10:00,1.33338,1.33355,1.33304,1.33337,497980004
20250519,07:15:00,1.33338,1.33395,1.33333,1.33379,364280000
20250519,07:20:00,1.33381,1.33435,1.33363,1.33434,502630000
20250519,07:25:00,1.33436,1.33513,1.33432,1.33505,604610000
20250519,07:30:00,1.33511,1.33646,1.33493,1.33620,740639992
20250519,07:35:00,1.33621,1.33683,1.33610,1.33673,879030000
20250519,07:40:00,1.33676,1.33722,1.33642,1.33654,712870000
20250519,07:45:00,1.33656,1.33681,1.33610,1.33675,560600000
20250519,07:50:00,1.33674,1.33707,1.33654,1.33686,505250000
20250519,07:55:00,1.33688,1.33702,1.33654,1.33673,564770000
20250519,08:00:00,1.33673,1.33687,1.33643,1.33646,547280000
20250519,08:05:00,1.33644,1.33689,1.33643,1.33663,345580000
20250519,08:10:00,1.33664,1.33694,1.33609,1.33690,450790008
20250519,08:15:00,1.33691,1.33693,1.33642,1.33659,423270000
20250519,08:20:00,1.33661,1.33670,1.33625,1.33632,344970004
20250519,08:25:00,1.33633,1.33634,1.33576,1.33613,474810000
20250519,08:30:00,1.33614,1.33621,1.33572,1.33573,403680004
20250519,08:35:00,1.33572,1.33591,1.33520,1.33520,412300000
20250519,08:40:00,1.33521,1.33540,1.33477,1.33485,326490000
20250519,08:45:00,1.33487,1.33561,1.33483,1.33561,326810000
20250519,08:50:00,1.33563,1.33660,1.33563,1.33653,750160000
20250519,08:55:00,1.33655,1.33697,1.33654,1.33672,629380000
20250519,09:00:00,1.33673,1.33720,1.33626,1.33700,580169992
20250519,09:05:00,1.33702,1.33792,1.33673,1.33747,677830000
20250519,09:10:00,1.33748,1.33795,1.33748,1.33795,388760000
20250519,09:15:00,1.33794,1.33841,1.33781,1.33814,415510000
20250519,09:20:00,1.33819,1.33854,1.33762,1.33770,379260000
20250519,09:25:00,1.33770,1.33824,1.33769,1.33804,360920000
20250519,09:30:00,1.33805,1.33841,1.33791,1.33816,436630004
20250519,09:35:00,1.33820,1.33900,1.33792,1.33891,401600000
20250519,09:40:00,1.33889,1.33901,1.33846,1.33865,587660000
20250519,09:45:00,1.33865,1.33883,1.33845,1.33882,370260000
20250519,09:50:00,1.33880,1.33916,1.33861,1.33899,450200000
20250519,09:55:00,1.33901,1.33971,1.33901,1.33963,490600000
20250519,10:00:00,1.33964,1.34008,1.33943,1.33974,577109992
20250519,10:05:00,1.33974,1.34012,1.33950,1.33969,409170004
20250519,10:10:00,1.33970,1.33992,1.33922,1.33972,436319992
20250519,10:15:00,1.33972,1.33992,1.33949,1.33981,359580000
20250519,10:20:00,1.33980,1.33989,1.33948,1.33984,283740000
20250519,10:25:00,1.33983,1.34013,1.33965,1.33981,272720000
20250519,10:30:00,1.33981,1.33981,1.33938,1.33958,336170000
20250519,10:35:00,1.33961,1.33973,1.33923,1.33931,301550000
20250519,10:40:00,1.33933,1.33934,1.33877,1.33921,246390000
20250519,10:45:00,1.33920,1.33964,1.33914,1.33938,175540000
20250519,10:50:00,1.33939,1.34035,1.33926,1.34032,332410000
20250519,10:55:00,1.34032,1.34032,1.33887,1.33888,446630000
20250519,11:00:00,1.33886,1.33889,1.33819,1.33821,390120000
20250519,11:05:00,1.33822,1.33882,1.33812,1.33865,415229996
20250519,11:10:00,1.33864,1.33885,1.33831,1.33857,240460000
20250519,11:15:00,1.33855,1.33885,1.33841,1.33873,262990000
20250519,11:20:00,1.33874,1.33874,1.33819,1.33867,356810000
20250519,11:25:00,1.33866,1.33892,1.33803,1.33817,364820000
20250519,11:30:00,1.33812,1.33821,1.33791,1.33805,229410000
20250519,11:35:00,1.33806,1.33829,1.33779,1.33808,256120000
20250519,11:40:00,1.33810,1.33847,1.33800,1.33830,229150000
20250519,11:45:00,1.33829,1.33852,1.33765,1.33771,224360000
20250519,11:50:00,1.33771,1.33820,1.33749,1.33803,242420000
20250519,11:55:00,1.33802,1.33852,1.33800,1.33817,262960002
20250519,12:00:00,1.33815,1.33831,1.33781,1.33784,339360000
20250519,12:05:00,1.33784,1.33815,1.33753,1.33761,188630000
20250519,12:10:00,1.33758,1.33771,1.33745,1.33763,239620000
20250519,12:15:00,1.33762,1.33790,1.33725,1.33770,416910000
20250519,12:20:00,1.33769,1.33793,1.33751,1.33766,314860004
20250519,12:25:00,1.33764,1.33794,1.33733,1.33746,267990000
20250519,12:30:00,1.33744,1.33753,1.33680,1.33753,461870000
20250519,12:35:00,1.33754,1.33796,1.33748,1.33794,406960000
20250519,12:40:00,1.33794,1.33813,1.33774,1.33812,383150000
20250519,12:45:00,1.33811,1.33812,1.33732,1.33754,374550000
20250519,12:50:00,1.33756,1.33776,1.33722,1.33730,282740000
20250519,12:55:00,1.33733,1.33753,1.33703,1.33711,432910000
20250519,13:00:00,1.33708,1.33713,1.33652,1.33674,589470008
20250519,13:05:00,1.33670,1.33683,1.33619,1.33674,380149996
20250519,13:10:00,1.33671,1.33747,1.33661,1.33718,482960000
20250519,13:15:00,1.33716,1.33755,1.33627,1.33646,536430000
20250519,13:20:00,1.33646,1.33715,1.33634,1.33701,331210000
20250519,13:25:00,1.33703,1.33709,1.33652,1.33682,405340000
20250519,13:30:00,1.33684,1.33684,1.33629,1.33675,589700000
20250519,13:35:00,1.33673,1.33713,1.33648,1.33702,486690000
20250519,13:40:00,1.33701,1.33733,1.33639,1.33665,625680008
